entity_id,entity_type,name,description,temperature_max,strength,conductivity,ph,salinity,source
gene-18,gene,ABAT,"4-aminobutyrate aminotransferase Organism: Homo sapiens 4-aminobutyrate aminotransferase (ABAT) is responsible for catabolism of gamma-aminobutyric acid (GABA), an important, mostly inhibitory neurotransmitter in the central nervous system, into succinic semialdehyde. The active enzyme is a homodimer of 50-kD subunits complexed to pyridoxal-5-phosphate. The protein sequence is over 95% similar to the pig protein. GABA is estimated to be present in nearly one-third of human synapses. ABAT in liver and brain is controlled by 2 codominant alleles with a frequency in a Caucasian population of 0.56 and 0.44. The ABAT deficiency phenotype includes psychomotor retardation, hypotonia, hyperreflexia, lethargy, refractory seizures, and EEG abnormalities. Multiple alternatively spliced transcript variants encoding the same protein isoform have been found for this gene. [provided by RefSeq, Jul 2008]",,,,,,GenBank/NCBI Gene
gene-19,gene,ABCA1,"ATP binding cassette subfamily A member 1 Organism: Homo sapiens The membrane-associated protein encoded by this gene is a member of the superfamily of ATP-binding cassette (ABC) transporters. ABC proteins transport various molecules across extra- and intracellular membranes. ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, White). This protein is a member of the ABC1 subfamily. Members of the ABC1 subfamily comprise the only major ABC subfamily found exclusively in multicellular eukaryotes. With cholesterol as its substrate, this protein functions as a cholesteral efflux pump in the cellular lipid removal pathway. Mutations in both alleles of this gene cause Tangier disease and familial high-density lipoprotein (HDL) deficiency. [provided by RefSeq, Sep 2019]",,,,,,GenBank/NCBI Gene
gene-10349,gene,ABCA10,"ATP binding cassette subfamily A member 10 Organism: Homo sapiens The membrane-associated protein encoded by this gene is a member of the superfamily of ATP-binding cassette (ABC) transporters. ABC proteins transport various molecules across extra- and intracellular membranes. ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, and White). This encoded protein is a member of the ABC1 subfamily. Members of the ABC1 subfamily comprise the only major ABC subfamily found exclusively in multicellular eukaryotes. This gene is clustered among 4 other ABC1 family members on 17q24, but neither the substrate nor the function of this gene is known. [provided by RefSeq, Jul 2008]",,,,,,GenBank/NCBI Gene
gene-10348,gene,ABCA11,"ATP-binding cassette, sub-family A (ABC1), member 11 Organism: Homo sapiens",,,,,,GenBank/NCBI Gene
gene-79963,gene,ABCA11P,"ATP binding cassette subfamily A member 11, pseudogene Organism: Homo sapiens",,,,,,GenBank/NCBI Gene
gene-26154,gene,ABCA12,"ATP binding cassette subfamily A member 12 Organism: Homo sapiens The membrane-associated protein encoded by this gene is a member of the superfamily of ATP-binding cassette (ABC) transporters. ABC proteins transport various molecules across extra- and intracellular membranes. ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, and White). This encoded protein is a member of the ABC1 subfamily, which is the only major ABC subfamily found exclusively in multicellular eukaryotes. Alternative splicing of this gene results in multiple transcript variants. [provided by RefSeq, Jul 2008]",,,,,,GenBank/NCBI Gene
gene-154664,gene,ABCA13,"ATP binding cassette subfamily A member 13 Organism: Homo sapiens In human, the ATP-binding cassette (ABC) family of transmembrane transporters has at least 48 genes and 7 gene subfamilies. This gene is a member of ABC gene subfamily A (ABCA). Genes within the ABCA family typically encode several thousand amino acids. Like other ABC transmembrane transporter proteins, this protein has 12 or more transmembrane alpha-helix domains that likely arrange to form a single central chamber with multiple substrate binding sites. It is also predicted to have two large extracellular domains and two nucleotide binding domains as is typical for ABCA proteins. Alternative splice variants have been described but their biological validity has not been demonstrated.[provided by RefSeq, Mar 2009]",,,,,,GenBank/NCBI Gene
gene-400508,gene,ABCA15P,"ATP binding cassette subfamily A member 15, pseudogene Organism: Homo sapiens Predicted to act upstream of or within hematopoietic progenitor cell differentiation. [provided by Alliance of Genome Resources, Jul 2025]",,,,,,GenBank/NCBI Gene
gene-650655,gene,ABCA17P,"ATP binding cassette subfamily A member 17, pseudogene Organism: Homo sapiens Predicted to act upstream of or within neutral lipid metabolic process. Predicted to be located in endoplasmic reticulum. [provided by Alliance of Genome Resources, Jul 2025]",,,,,,GenBank/NCBI Gene
gene-767559,gene,ABCA17P,"ATP-binding cassette, sub-family A (ABC1), member 17 (pseudogene) Organism: Homo sapiens",,,,,,GenBank/NCBI Gene
gene-20,gene,ABCA2,"ATP binding cassette subfamily A member 2 Organism: Homo sapiens The membrane-associated protein encoded by this gene is a member of the superfamily of ATP-binding cassette (ABC) transporters. ABC proteins transport various molecules across extra- and intracellular membranes. ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, White). This protein is a member of the ABC1 subfamily. Members of the ABC1 subfamily comprise the only major ABC subfamily found exclusively in multicellular eukaryotes. This protein is highly expressed in brain tissue and may play a role in macrophage lipid metabolism and neural development. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]",,,,,,GenBank/NCBI Gene
gene-21,gene,ABCA3,"ATP binding cassette subfamily A member 3 Organism: Homo sapiens The membrane-associated protein encoded by this gene is a member of the superfamily of ATP-binding cassette (ABC) transporters.  ABC proteins transport various molecules across extra- and intracellular membranes.  ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, White).  This protein is a member of the ABC1 subfamily.  Members of the ABC1 subfamily comprise the only major ABC subfamily found exclusively in multicellular eukaryotes.  The full transporter encoded by this gene may be involved in development of resistance to xenobiotics and engulfment during programmed cell death. [provided by RefSeq, Jul 2008]",,,,,,GenBank/NCBI Gene
gene-342293,gene,ABCA3P1,ABCA3 pseudogene 1 Organism: Homo sapiens,,,,,,GenBank/NCBI Gene
gene-24,gene,ABCA4,"ATP binding cassette subfamily A member 4 Organism: Homo sapiens The membrane-associated protein encoded by this gene is a member of the superfamily of ATP-binding cassette (ABC) transporters. ABC proteins transport various molecules across extra- and intracellular membranes. ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, White). This protein is a member of the ABC1 subfamily. Members of the ABC1 subfamily comprise the only major ABC subfamily found exclusively in multicellular eukaryotes. This protein is a retina-specific ABC transporter with N-retinylidene-PE as a substrate. It is expressed exclusively in retina photoreceptor cells, and the gene product mediates transport of an essental molecule, all-trans-retinal aldehyde (atRAL), across the photoreceptor cell membrane. Mutations in this gene are found in patients diagnosed with Stargardt disease, a form of juvenile-onset macular degeneration. Mutations in this gene are also associated with retinitis pigmentosa-19, cone-rod dystrophy type 3, early-onset severe retinal dystrophy, fundus flavimaculatus, and macular degeneration age-related 2. [provided by RefSeq, Sep 2019]",,,,,,GenBank/NCBI Gene
gene-23461,gene,ABCA5,"ATP binding cassette subfamily A member 5 Organism: Homo sapiens The membrane-associated protein encoded by this gene is a member of the superfamily of ATP-binding cassette (ABC) transporters. ABC proteins transport various molecules across extra- and intracellular membranes. ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, and White). This encoded protein is a member of the ABC1 subfamily. Members of the ABC1 subfamily comprise the only major ABC subfamily found exclusively in multicellular eukaryotes. This gene is clustered among 4 other ABC1 family members on 17q24, but neither the substrate nor the function of this gene is known. Alternative splicing of this gene results in several transcript variants; however, not all variants have been fully described. [provided by RefSeq, Jul 2008]",,,,,,GenBank/NCBI Gene
gene-23460,gene,ABCA6,"ATP binding cassette subfamily A member 6 Organism: Homo sapiens The membrane-associated protein encoded by this gene is a member of the superfamily of ATP-binding cassette (ABC) transporters. ABC proteins transport various molecules across extra- and intracellular membranes. ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, and White). This encoded protein is a member of the ABC1 subfamily. Members of the ABC1 subfamily comprise the only major ABC subfamily found exclusively in multicellular eukaryotes. This gene is clustered among 4 other ABC1 family members on 17q24 and may play a role in macrophage lipid homeostasis. [provided by RefSeq, Jul 2008]",,,,,,GenBank/NCBI Gene
gene-10347,gene,ABCA7,"ATP binding cassette subfamily A member 7 Organism: Homo sapiens The protein encoded by this gene is a member of the superfamily of ATP-binding cassette (ABC) transporters. ABC proteins transport various molecules across extra- and intra-cellular membranes. ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, White). This protein is a member of the ABC1 subfamily. Members of the ABC1 subfamily comprise the only major ABC subfamily found exclusively in multicellular eukaryotes. This full transporter has been detected predominantly in myelo-lymphatic tissues with the highest expression in peripheral leukocytes, thymus, spleen, and bone marrow. The function of this protein is not yet known; however, the expression pattern suggests a role in lipid homeostasis in cells of the immune system. [provided by RefSeq, Jul 2008]",,,,,,GenBank/NCBI Gene
gene-10351,gene,ABCA8,"ATP binding cassette subfamily A member 8 Organism: Homo sapiens The membrane-associated protein encoded by this gene is a member of the superfamily of ATP-binding cassette (ABC) transporters. ABC proteins transport various molecules across extra- and intracellular membranes. ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, White). This protein is a member of the ABC1 subfamily. Members of the ABC1 subfamily comprise the only major ABC subfamily found exclusively in multicellular eukaryotes. The encoded protein may regulate lipid metabolism and be involved in the formation and maintenance of myelin. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jan 2014]",,,,,,GenBank/NCBI Gene
gene-10350,gene,ABCA9,"ATP binding cassette subfamily A member 9 Organism: Homo sapiens This gene is a member of the superfamily of ATP-binding cassette (ABC) transporters and the encoded protein contains two transmembrane domains and two nucleotide binding folds. ABC proteins transport various molecules across extra- and intracellular membranes. ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, and White). This gene is a member of the ABC1 subfamily and is clustered with four other ABC1 family members on chromosome 17q24. Transcriptional expression of this gene is induced during monocyte differentiation into macrophages and is suppressed by cholesterol import. [provided by RefSeq, Jul 2008]",,,,,,GenBank/NCBI Gene
gene-104355297,gene,ABCA9-AS1,ABCA9 antisense RNA 1 Organism: Homo sapiens,,,,,,GenBank/NCBI Gene
gene-5243,gene,ABCB1,"ATP binding cassette subfamily B member 1 Organism: Homo sapiens The membrane-associated protein encoded by this gene is a member of the superfamily of ATP-binding cassette (ABC) transporters. ABC proteins transport various molecules across extra- and intra-cellular membranes. ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, White). This protein is a member of the MDR/TAP subfamily. Members of the MDR/TAP subfamily are involved in multidrug resistance. The protein encoded by this gene is an ATP-dependent drug efflux pump for xenobiotic compounds with broad substrate specificity. It is responsible for decreased drug accumulation in multidrug-resistant cells and often mediates the development of resistance to anticancer drugs. This protein also functions as a transporter in the blood-brain barrier. Mutations in this gene are associated with colchicine resistance and Inflammatory bowel disease 13. Alternative splicing and the use of alternative promoters results in multiple transcript variants. [provided by RefSeq, Feb 2017]",,,,,,GenBank/NCBI Gene
gene-23456,gene,ABCB10,"ATP binding cassette subfamily B member 10 Organism: Homo sapiens The membrane-associated protein encoded by this gene is a member of the superfamily of ATP-binding cassette (ABC) transporters.  ABC proteins transport various molecules across extra- and intra-cellular membranes.  ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, White).  This protein is a member of the MDR/TAP subfamily.  Members of the MDR/TAP subfamily are involved in multidrug resistance.  The function of this mitochondrial protein is unknown. [provided by RefSeq, Jul 2008]",,,,,,GenBank/NCBI Gene
gene-56476,gene,ABCB10P1,ABCB10 pseudogene 1 Organism: Homo sapiens,,,,,,GenBank/NCBI Gene
gene-728248,gene,ABCB10P3,ABCB10 pseudogene 3 Organism: Homo sapiens,,,,,,GenBank/NCBI Gene
gene-100132289,gene,ABCB10P4,ABCB10 pseudogene 4 Organism: Homo sapiens,,,,,,GenBank/NCBI Gene
gene-8647,gene,ABCB11,"ATP binding cassette subfamily B member 11 Organism: Homo sapiens The membrane-associated protein encoded by this gene is a member of the superfamily of ATP-binding cassette (ABC) transporters. ABC proteins transport various molecules across extra- and intra-cellular membranes. ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, White). This protein is a member of the MDR/TAP subfamily. Members of the MDR/TAP subfamily are involved in multidrug resistance. The protein encoded by this gene is the major canalicular bile salt export pump in man. Mutations in this gene cause a form of progressive familial intrahepatic cholestases which are a group of inherited disorders with severe cholestatic liver disease from early infancy. [provided by RefSeq, Jul 2008]",,,,,,GenBank/NCBI Gene
gene-5244,gene,ABCB4,"ATP binding cassette subfamily B member 4 Organism: Homo sapiens The membrane-associated protein encoded by this gene is a member of the superfamily of ATP-binding cassette (ABC) transporters.  ABC proteins transport various molecules across extra- and intra-cellular membranes.  ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, White).  This protein is a member of the MDR/TAP subfamily.  Members of the MDR/TAP subfamily are involved in multidrug resistance as well as antigen presentation.  This gene encodes a full transporter and member of the p-glycoprotein family of membrane proteins with phosphatidylcholine as its substrate.  The function of this protein has not yet been determined; however, it may involve transport of phospholipids from liver hepatocytes into bile.  Alternative splicing of this gene results in several products of undetermined function. [provided by RefSeq, Jul 2008]",,,,,,GenBank/NCBI Gene
gene-340273,gene,ABCB5,"ATP binding cassette subfamily B member 5 Organism: Homo sapiens ABCB5 belongs to the ATP-binding cassette (ABC) transporter superfamily of integral membrane proteins. These proteins participate in ATP-dependent transmembrane transport of structurally diverse molecules ranging from small ions, sugars, and peptides to more complex organic molecules (Chen et al., 2005 [PubMed 15760339]).[supplied by OMIM, Mar 2008]",,,,,,GenBank/NCBI Gene
gene-23458,gene,ABCB5,"ATP-binding cassette, sub-family B (MDR/TAP), member 5 Organism: Homo sapiens",,,,,,GenBank/NCBI Gene
gene-10058,gene,ABCB6,"ATP binding cassette subfamily B member 6 (LAN blood group) Organism: Homo sapiens This gene encodes a member of the ATP-binding cassette (ABC) transporter superfamily. ABC proteins transport various molecules across extra- and intra-cellular membranes. This protein is a member of the heavy metal importer subfamily and plays a role in porphyrin transport. This gene is the molecular basis of the Langereis (Lan) blood group antigen and mutations in this gene underlie familial pseudohyperkalemia and dyschromatosis universalis hereditaria. [provided by RefSeq, Mar 2017]",,,,,,GenBank/NCBI Gene
gene-22,gene,ABCB7,"ATP binding cassette subfamily B member 7 Organism: Homo sapiens The membrane-associated protein encoded by this gene is a member of the superfamily of ATP-binding cassette (ABC) transporters. ABC proteins transport various molecules across extra- and intra-cellular membranes. ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, White). This protein is a member of the MDR/TAP subfamily. Members of the MDR/TAP subfamily are involved in multidrug resistance as well as antigen presentation. This gene encodes a half-transporter involved in the transport of heme from the mitochondria to the cytosol. With iron/sulfur cluster precursors as its substrates, this protein may play a role in metal homeostasis. Mutations in this gene have been associated with mitochondrial iron accumulation and isodicentric (X)(q13) and sideroblastic anemia. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Nov 2012]",,,,,,GenBank/NCBI Gene
gene-11194,gene,ABCB8,"ATP binding cassette subfamily B member 8 Organism: Homo sapiens This nuclear gene encodes a multi-pass membrane protein that is targeted to the mitochondrial inner membrane. The encoded protein is an ATP-dependent transporter that may mediate the passage of organic and inorganic molecules out of the mitochondria. Loss of function of the related gene in mouse results in a disruption of iron homeostasis between the mitochondria and cytosol. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Aug 2013]",,,,,,GenBank/NCBI Gene
gene-23457,gene,ABCB9,"ATP binding cassette subfamily B member 9 Organism: Homo sapiens The membrane-associated protein encoded by this gene is a member of the superfamily of ATP-binding cassette (ABC) transporters. ABC proteins transport various molecules across extra- and intra-cellular membranes. ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, White). This protein is a member of the MDR/TAP subfamily. Members of the MDR/TAP subfamily are involved in multidrug resistance as well as antigen presentation. This family member functions in the translocation of peptides from the cytosol into the lysosomal lumen. Alternative splicing of this gene results in distinct isoforms which are likely to have different substrate specificities. [provided by RefSeq, Jul 2011]",,,,,,GenBank/NCBI Gene
gene-4363,gene,ABCC1,"ATP binding cassette subfamily C member 1 (ABCC1 blood group) Organism: Homo sapiens The protein encoded by this gene is a member of the superfamily of ATP-binding cassette (ABC) transporters. ABC proteins transport various molecules across extra-and intra-cellular membranes. ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, White). This full transporter is a member of the MRP subfamily which is involved in multi-drug resistance. This protein functions as a multispecific organic anion transporter, with oxidized glutatione, cysteinyl leukotrienes, and activated aflatoxin B1 as substrates. This protein also transports glucuronides and sulfate conjugates of steroid hormones and bile salts. Alternatively spliced variants of this gene have been described but their full-length nature is unknown. [provided by RefSeq, Apr 2012]",,,,,,GenBank/NCBI Gene
gene-89845,gene,ABCC10,"ATP binding cassette subfamily C member 10 Organism: Homo sapiens The protein encoded by this gene is a member of the superfamily of ATP-binding cassette (ABC) transporters. ABC proteins transport various molecules across extra- and intra-cellular membranes. ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, and White). This ABC full-transporter is a member of the MRP subfamily which is involved in multi-drug resistance. Multiple transcript variants encoding different isoforms have been found for this gene.[provided by RefSeq, Nov 2010]",,,,,,GenBank/NCBI Gene
gene-23455,gene,ABCC10,"ATP-binding cassette, sub-family C (CFTR/MRP), member 10 Organism: Homo sapiens",,,,,,GenBank/NCBI Gene
gene-85320,gene,ABCC11,"ATP binding cassette subfamily C member 11 Organism: Homo sapiens The protein encoded by this gene is a member of the superfamily of ATP-binding cassette (ABC) transporters. ABC proteins transport various molecules across extra- and intra-cellular membranes. ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, White). This ABC full transporter is a member of the MRP subfamily which is involved in multi-drug resistance. The product of this gene participates in physiological processes involving bile acids, conjugated steroids, and cyclic nucleotides. In addition, a SNP in this gene is responsible for determination of human earwax type. This gene and family member ABCC12 are determined to be derived by duplication and are both localized to chromosome 16q12.1. Multiple alternatively spliced transcript variants have been described for this gene. [provided by RefSeq, Jul 2008]",,,,,,GenBank/NCBI Gene
gene-94160,gene,ABCC12,"ATP binding cassette subfamily C member 12 Organism: Homo sapiens This gene is a member of the superfamily of ATP-binding cassette (ABC) transporters and the encoded protein contains two ATP-binding domains and 12 transmembrane regions. ABC proteins transport various molecules across extra- and intracellular membranes. ABC genes are divided into seven distinct subfamilies: ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, and White. This gene is a member of the MRP subfamily which is involved in multi-drug resistance. This gene and another subfamily member are arranged head-to-tail on chromosome 16q12.1. Increased expression of this gene is associated with breast cancer. [provided by RefSeq, Jul 2008]",,,,,,GenBank/NCBI Gene
gene-150000,gene,ABCC13,"ATP binding cassette subfamily C member 13 (pseudogene) Organism: Homo sapiens This gene is a member of the superfamily of genes encoding ATP-binding cassette (ABC) transporters. ABC proteins transport various molecules across extra- and intra-cellular membranes. ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, and White). This family member is part of the MRP subfamily, which is involved in multi-drug resistance, but the human locus is now thought to be a pseudogene incapable of encoding a functional ABC protein. Alternative splicing results in multiple transcript variants; however, not all variants have been fully described. [provided by RefSeq, Jul 2008]",,,,,,GenBank/NCBI Gene
gene-1244,gene,ABCC2,"ATP binding cassette subfamily C member 2 Organism: Homo sapiens The protein encoded by this gene is a member of the superfamily of ATP-binding cassette (ABC) transporters. ABC proteins transport various molecules across extra- and intra-cellular membranes. ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, White). This protein is a member of the MRP subfamily which is involved in multi-drug resistance. This protein is expressed in the canalicular (apical) part of the hepatocyte and functions in biliary transport. Substrates include anticancer drugs such as vinblastine; therefore, this protein appears to contribute to drug resistance in mammalian cells. Several different mutations in this gene have been observed in patients with Dubin-Johnson syndrome (DJS), an autosomal recessive disorder characterized by conjugated hyperbilirubinemia. [provided by RefSeq, Jul 2008]",,,,,,GenBank/NCBI Gene
gene-8714,gene,ABCC3,"ATP binding cassette subfamily C member 3 Organism: Homo sapiens The protein encoded by this gene is a member of the superfamily of ATP-binding cassette (ABC) transporters. ABC proteins transport various molecules across extra- and intra-cellular membranes. ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, White). This protein is a member of the MRP subfamily which is involved in multi-drug resistance. The specific function of this protein has not yet been determined; however, this protein may play a role in the transport of biliary and intestinal excretion of organic anions. Alternatively spliced variants which encode different protein isoforms have been described; however, not all variants have been fully characterized. [provided by RefSeq, Jul 2008]",,,,,,GenBank/NCBI Gene
gene-10257,gene,ABCC4,"ATP binding cassette subfamily C member 4 (PEL blood group) Organism: Homo sapiens The protein encoded by this gene is a member of the superfamily of ATP-binding cassette (ABC) transporters. ABC proteins transport various molecules across extra- and intra-cellular membranes. ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, White). This protein is a member of the MRP subfamily which is involved in multi-drug resistance. This family member plays a role in cellular detoxification as a pump for its substrate, organic anions. It may also function in prostaglandin-mediated cAMP signaling in ciliogenesis. Alternative splicing of this gene results in multiple transcript variants. [provided by RefSeq, Sep 2014]",,,,,,GenBank/NCBI Gene
gene-10057,gene,ABCC5,"ATP binding cassette subfamily C member 5 Organism: Homo sapiens The protein encoded by this gene is a member of the superfamily of ATP-binding cassette (ABC) transporters. ABC proteins transport various molecules across extra- and intra-cellular membranes. ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, White). This protein is a member of the MRP subfamily which is involved in multi-drug resistance. This protein functions in the cellular export of its substrate, cyclic nucleotides. This export contributes to the degradation of phosphodiesterases and possibly an elimination pathway for cyclic nucleotides. Studies show that this protein provides resistance to thiopurine anticancer drugs, 6-mercatopurine and thioguanine, and the anti-HIV drug 9-(2-phosphonylmethoxyethyl)adenine. This protein may be involved in resistance to thiopurines in acute lymphoblastic leukemia and antiretroviral nucleoside analogs in HIV-infected patients. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Feb 2016]",,,,,,GenBank/NCBI Gene
gene-100873982,gene,ABCC5-AS1,ABCC5 antisense RNA 1 Organism: Homo sapiens,,,,,,GenBank/NCBI Gene
gene-368,gene,ABCC6,"ATP binding cassette subfamily C member 6 Organism: Homo sapiens The protein encoded by this gene is a member of the superfamily of ATP-binding cassette (ABC) transporters. ABC proteins transport various molecules across extra- and intra-cellular membranes. ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, White). The encoded protein, a member of the MRP subfamily, is involved in multi-drug resistance. Mutations in this gene cause pseudoxanthoma elasticum. Alternatively spliced transcript variants that encode different proteins have been described for this gene. [provided by RefSeq, Jul 2008]",,,,,,GenBank/NCBI Gene
gene-653190,gene,ABCC6P1,ATP binding cassette subfamily C member 6 pseudogene 1 Organism: Homo sapiens,,,,,,GenBank/NCBI Gene
gene-730013,gene,ABCC6P2,ATP binding cassette subfamily C member 6 pseudogene 2 Organism: Homo sapiens,,,,,,GenBank/NCBI Gene
gene-100034250,gene,ABCC6P2,"ATP-binding cassette, sub-family C, member 6 pseudogene 2 Organism: Homo sapiens",,,,,,GenBank/NCBI Gene
gene-6833,gene,ABCC8,"ATP binding cassette subfamily C member 8 Organism: Homo sapiens The protein encoded by this gene is a member of the superfamily of ATP-binding cassette (ABC) transporters. ABC proteins transport various molecules across extra- and intra-cellular membranes. ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, White). This protein is a member of the MRP subfamily which is involved in multi-drug resistance. This protein functions as a modulator of ATP-sensitive potassium channels and insulin release. Mutations in the ABCC8 gene and deficiencies in the encoded protein have been observed in patients with hyperinsulinemic hypoglycemia of infancy, an autosomal recessive disorder of unregulated and high insulin secretion. Mutations have also been associated with non-insulin-dependent diabetes mellitus type II, an autosomal dominant disease of defective insulin secretion. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Jul 2020]",,,,,,GenBank/NCBI Gene
gene-10060,gene,ABCC9,"ATP binding cassette subfamily C member 9 Organism: Homo sapiens The protein encoded by this gene is a member of the superfamily of ATP-binding cassette (ABC) transporters. ABC proteins transport various molecules across extra- and intra-cellular membranes. ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, White). This protein is a member of the MRP subfamily which is involved in multi-drug resistance. This protein is thought to form ATP-sensitive potassium channels in cardiac, skeletal, and vascular and non-vascular smooth muscle. Protein structure suggests a role as the drug-binding channel-modulating subunit of the extra-pancreatic ATP-sensitive potassium channels. Mutations in this gene are associated with cardiomyopathy dilated type 1O. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Apr 2011]",,,,,,GenBank/NCBI Gene
gene-215,gene,ABCD1,"ATP binding cassette subfamily D member 1 Organism: Homo sapiens The protein encoded by this gene is a member of the superfamily of ATP-binding cassette (ABC) transporters. ABC proteins transport various molecules across extra- and intra-cellular membranes. ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, White). This protein is a member of the ALD subfamily, which is involved in peroxisomal import of fatty acids and/or fatty acyl-CoAs in the organelle. All known peroxisomal ABC transporters are half transporters which require a partner half transporter molecule to form a functional homodimeric or heterodimeric transporter. This peroxisomal membrane protein is likely involved in the peroxisomal transport or catabolism of very long chain fatty acids. Defects in this gene have been identified as the underlying cause of adrenoleukodystrophy, an X-chromosome recessively inherited demyelinating disorder of the nervous system. [provided by RefSeq, Jul 2008]",,,,,,GenBank/NCBI Gene
gene-23785,gene,ABCD1P1,ATP binding cassette subfamily D member 1 pseudogene 1 Organism: Homo sapiens,,,,,,GenBank/NCBI Gene
gene-26983,gene,ABCD1P2,ATP binding cassette subfamily D member 1 pseudogene 2 Organism: Homo sapiens,,,,,,GenBank/NCBI Gene
gene-26982,gene,ABCD1P3,ATP binding cassette subfamily D member 1 pseudogene 3 Organism: Homo sapiens,,,,,,GenBank/NCBI Gene
gene-26957,gene,ABCD1P4,ATP binding cassette subfamily D member 1 pseudogene 4 Organism: Homo sapiens,,,,,,GenBank/NCBI Gene
gene-642762,gene,ABCD1P5,ATP binding cassette subfamily D member 1 pseudogene 5 Organism: Homo sapiens,,,,,,GenBank/NCBI Gene
gene-225,gene,ABCD2,"ATP binding cassette subfamily D member 2 Organism: Homo sapiens The protein encoded by this gene is a member of the superfamily of ATP-binding cassette (ABC) transporters. ABC proteins transport various molecules across extra- and intra-cellular membranes. ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, White). This protein is a member of the ALD subfamily, which is involved in peroxisomal import of fatty acids and/or fatty acyl-CoAs in the organelle. All known peroxisomal ABC transporters are half transporters which require a partner half transporter molecule to form a functional homodimeric or heterodimeric transporter. The function of this peroxisomal membrane protein is unknown; however this protein is speculated to function as a dimerization partner of ABCD1 and/or other peroxisomal ABC transporters. Mutations in this gene have been observed in patients with adrenoleukodystrophy, a severe demyelinating disease. This gene has been identified as a candidate for a modifier gene, accounting for the extreme variation among adrenoleukodystrophy phenotypes. This gene is also a candidate for a complement group of Zellweger syndrome, a genetically heterogeneous disorder of peroxisomal biogenesis. [provided by RefSeq, Jul 2008]",,,,,,GenBank/NCBI Gene
